Query ID,Best ID,Search DB,,
ASV_1556,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1557,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1558,Neoscona theisi,COI FULL DATABASE (includes records without species designation),99.63,97.09
ASV_1559,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1560,Neoscona theisi,COI FULL DATABASE (includes records without species designation),98.77,95.68
ASV_1561,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1562,Pantala flavescens,COI FULL DATABASE (includes records without species designation),97.09,96.12
ASV_1563,Diptera,COI FULL DATABASE (includes records without species designation),98.7,84.3
ASV_1564,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1565,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1566,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1567,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1568,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1569,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1570,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1571,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1572,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1573,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1574,Orthoptera,COI FULL DATABASE (includes records without species designation),100,85.66
ASV_1575,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1576,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1577,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1578,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1579,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1580,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1581,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.95
ASV_1582,Hymenoptera,COI FULL DATABASE (includes records without species designation),100,91.34
ASV_1583,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1584,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1585,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1586,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1587,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1588,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1589,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1590,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1591,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1592,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1593,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1594,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1595,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1596,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1597,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1598,Symphypleona,COI FULL DATABASE (includes records without species designation),99.67,82.18
ASV_1599,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1600,No match,COI FULL DATABASE (includes records without species designation),,
