Query ID,Best ID,Search DB,,
ASV_851,Mus musculus,COI FULL DATABASE (includes records without species designation),99.64,99.03
ASV_852,No match,COI FULL DATABASE (includes records without species designation),,
ASV_853,No match,COI FULL DATABASE (includes records without species designation),,
ASV_854,No match,COI FULL DATABASE (includes records without species designation),,
ASV_855,Scholastes lonchifer,COI FULL DATABASE (includes records without species designation),99.35,87.72
ASV_856,No match,COI FULL DATABASE (includes records without species designation),,
ASV_857,No match,COI FULL DATABASE (includes records without species designation),,
ASV_858,No match,COI FULL DATABASE (includes records without species designation),,
ASV_859,No match,COI FULL DATABASE (includes records without species designation),,
ASV_860,Blattodea,COI FULL DATABASE (includes records without species designation),99.68,84.36
ASV_861,No match,COI FULL DATABASE (includes records without species designation),,
ASV_862,No match,COI FULL DATABASE (includes records without species designation),,
ASV_863,No match,COI FULL DATABASE (includes records without species designation),,
ASV_864,No match,COI FULL DATABASE (includes records without species designation),,
ASV_865,No match,COI FULL DATABASE (includes records without species designation),,
ASV_866,No match,COI FULL DATABASE (includes records without species designation),,
ASV_867,No match,COI FULL DATABASE (includes records without species designation),,
ASV_868,Orthoptera,COI FULL DATABASE (includes records without species designation),97.14,86.41
ASV_869,No match,COI FULL DATABASE (includes records without species designation),,
ASV_870,No match,COI FULL DATABASE (includes records without species designation),,
ASV_871,No match,COI FULL DATABASE (includes records without species designation),,
ASV_872,Ceresium unicolor,COI FULL DATABASE (includes records without species designation),100,83.82
ASV_873,No match,COI FULL DATABASE (includes records without species designation),,
ASV_874,No match,COI FULL DATABASE (includes records without species designation),,
ASV_875,No match,COI FULL DATABASE (includes records without species designation),,
ASV_876,No match,COI FULL DATABASE (includes records without species designation),,
ASV_877,No match,COI FULL DATABASE (includes records without species designation),,
ASV_878,No match,COI FULL DATABASE (includes records without species designation),,
ASV_879,Araneae,COI FULL DATABASE (includes records without species designation),97.64,84.47
ASV_880,No match,COI FULL DATABASE (includes records without species designation),,
ASV_881,No match,COI FULL DATABASE (includes records without species designation),,
ASV_882,Liposcelis bostrychophila,COI FULL DATABASE (includes records without species designation),100,79.61
ASV_883,No match,COI FULL DATABASE (includes records without species designation),,
ASV_884,Basidiomycota Insecta ,COI FULL DATABASE (includes records without species designation),98.05,77.38
ASV_885,No match,COI FULL DATABASE (includes records without species designation),,
ASV_886,No match,COI FULL DATABASE (includes records without species designation),,
ASV_887,No match,COI FULL DATABASE (includes records without species designation),,
ASV_888,Coleoptera,COI FULL DATABASE (includes records without species designation),100,89.71
ASV_889,No match,COI FULL DATABASE (includes records without species designation),,
ASV_890,No match,COI FULL DATABASE (includes records without species designation),,
ASV_891,No match,COI FULL DATABASE (includes records without species designation),,
ASV_892,No match,COI FULL DATABASE (includes records without species designation),,
ASV_893,Mus musculus,COI FULL DATABASE (includes records without species designation),99.28,98.71
ASV_894,No match,COI FULL DATABASE (includes records without species designation),,
ASV_895,No match,COI FULL DATABASE (includes records without species designation),,
ASV_896,No match,COI FULL DATABASE (includes records without species designation),,
ASV_897,No match,COI FULL DATABASE (includes records without species designation),,
ASV_898,No match,COI FULL DATABASE (includes records without species designation),,
ASV_899,No match,COI FULL DATABASE (includes records without species designation),,
ASV_900,No match,COI FULL DATABASE (includes records without species designation),,
