Query ID,Best ID,Search DB,,
ASV_236,No match,COI FULL DATABASE (includes records without species designation),,
ASV_237,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.94
ASV_238,Ectopsocus fullawayi,COI FULL DATABASE (includes records without species designation),99.03,84.27
ASV_239,No match,COI FULL DATABASE (includes records without species designation),,
ASV_240,Neoscona theisi,COI FULL DATABASE (includes records without species designation),98.39,95.16
ASV_241,No match,COI FULL DATABASE (includes records without species designation),,
ASV_242,No match,COI FULL DATABASE (includes records without species designation),,
ASV_243,No match,COI FULL DATABASE (includes records without species designation),,
ASV_244,No match,COI FULL DATABASE (includes records without species designation),,
ASV_245,No match,COI FULL DATABASE (includes records without species designation),,
ASV_246,No match,COI FULL DATABASE (includes records without species designation),,
ASV_247,No match,COI FULL DATABASE (includes records without species designation),,
ASV_248,Scholastes lonchifer,COI FULL DATABASE (includes records without species designation),100,88.45
ASV_249,No match,COI FULL DATABASE (includes records without species designation),,
ASV_250,No match,COI FULL DATABASE (includes records without species designation),,
ASV_251,Araneae,COI FULL DATABASE (includes records without species designation),98.32,85.76
ASV_252,Neoscona theisi,COI FULL DATABASE (includes records without species designation),99.63,96.76
ASV_253,Chrysotus cockerellae,COI FULL DATABASE (includes records without species designation),100,91.36
ASV_254,No match,COI FULL DATABASE (includes records without species designation),,
ASV_255,No match,COI FULL DATABASE (includes records without species designation),,
ASV_256,No match,COI FULL DATABASE (includes records without species designation),,
ASV_257,No match,COI FULL DATABASE (includes records without species designation),,
ASV_258,2017,COI FULL DATABASE (includes records without species designation),97.03,85.76
ASV_259,No match,COI FULL DATABASE (includes records without species designation),,
ASV_260,No match,COI FULL DATABASE (includes records without species designation),,
ASV_261,No match,COI FULL DATABASE (includes records without species designation),,
ASV_262,No match,COI FULL DATABASE (includes records without species designation),,
ASV_263,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.94
ASV_264,No match,COI FULL DATABASE (includes records without species designation),,
ASV_265,No match,COI FULL DATABASE (includes records without species designation),,
ASV_266,No match,COI FULL DATABASE (includes records without species designation),,
ASV_267,Saccharomyces cerevisiae YJM1527,COI FULL DATABASE (includes records without species designation),100,93.85
ASV_268,No match,COI FULL DATABASE (includes records without species designation),,
ASV_269,No match,COI FULL DATABASE (includes records without species designation),,
ASV_270,No match,COI FULL DATABASE (includes records without species designation),,
ASV_271,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),99.35,90.12
ASV_272,No match,COI FULL DATABASE (includes records without species designation),,
ASV_273,No match,COI FULL DATABASE (includes records without species designation),,
ASV_274,Pycnoscelus indicus,COI FULL DATABASE (includes records without species designation),97.41,86.08
ASV_275,No match,COI FULL DATABASE (includes records without species designation),,
ASV_276,Penicillium citrinum,COI FULL DATABASE (includes records without species designation),100,96.61
ASV_277,No match,COI FULL DATABASE (includes records without species designation),,
ASV_278,No match,COI FULL DATABASE (includes records without species designation),,
ASV_279,No match,COI FULL DATABASE (includes records without species designation),,
ASV_280,No match,COI FULL DATABASE (includes records without species designation),,
ASV_281,No match,COI FULL DATABASE (includes records without species designation),,
ASV_282,No match,COI FULL DATABASE (includes records without species designation),,
ASV_283,No match,COI FULL DATABASE (includes records without species designation),,
ASV_284,No match,COI FULL DATABASE (includes records without species designation),,
ASV_285,No match,COI FULL DATABASE (includes records without species designation),,
ASV_286,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,89.96
ASV_287,No match,COI FULL DATABASE (includes records without species designation),,
ASV_288,No match,COI FULL DATABASE (includes records without species designation),,
ASV_289,Scholastes lonchifer,COI FULL DATABASE (includes records without species designation),99.35,87.72
ASV_290,No match,COI FULL DATABASE (includes records without species designation),,
ASV_291,No match,COI FULL DATABASE (includes records without species designation),,
ASV_292,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.59
ASV_293,Diptera,COI FULL DATABASE (includes records without species designation),100,97.76
ASV_294,No match,COI FULL DATABASE (includes records without species designation),,
ASV_295,No match,COI FULL DATABASE (includes records without species designation),,
ASV_296,No match,COI FULL DATABASE (includes records without species designation),,
ASV_297,No match,COI FULL DATABASE (includes records without species designation),,
ASV_298,No match,COI FULL DATABASE (includes records without species designation),,
ASV_299,Araneae,COI FULL DATABASE (includes records without species designation),97.64,84.47
ASV_300,No match,COI FULL DATABASE (includes records without species designation),,
