Query ID,Best ID,Search DB,,
Zotu56,2012,COI FULL DATABASE (includes records without species designation),100,90.61
Zotu57,No match,COI FULL DATABASE (includes records without species designation),,
Zotu58,No match,COI FULL DATABASE (includes records without species designation),,
Zotu59,No match,COI FULL DATABASE (includes records without species designation),,
Zotu60,Mus musculus,COI FULL DATABASE (includes records without species designation),99.64,99.03
Zotu61,No match,COI FULL DATABASE (includes records without species designation),,
Zotu62,No match,COI FULL DATABASE (includes records without species designation),,
Zotu63,Psocodea,COI FULL DATABASE (includes records without species designation),100,80.78
Zotu64,No match,COI FULL DATABASE (includes records without species designation),,
Zotu65,Orthoptera,COI FULL DATABASE (includes records without species designation),97.14,86.11
Zotu66,No match,COI FULL DATABASE (includes records without species designation),,
Zotu67,No match,COI FULL DATABASE (includes records without species designation),,
Zotu68,No match,COI FULL DATABASE (includes records without species designation),,
Zotu69,No match,COI FULL DATABASE (includes records without species designation),,
Zotu70,Periplaneta australasiae,COI FULL DATABASE (includes records without species designation),100,88.67
Zotu71,Orthoptera,COI FULL DATABASE (includes records without species designation),99.52,85.76
Zotu72,Wolbachia endosymbiont,COI FULL DATABASE (includes records without species designation),97.12,88.51
Zotu73,No match,COI FULL DATABASE (includes records without species designation),,
Zotu74,Orthoptera,COI FULL DATABASE (includes records without species designation),97.41,86.99
Zotu75,Entomobryomorpha,COI FULL DATABASE (includes records without species designation),99.01,81.89
Zotu76,No match,COI FULL DATABASE (includes records without species designation),,
Zotu77,No match,COI FULL DATABASE (includes records without species designation),,
Zotu78,No match,COI FULL DATABASE (includes records without species designation),,
Zotu79,Orthoptera,COI FULL DATABASE (includes records without species designation),100,86.27
Zotu80,Agonoxena argaula,COI FULL DATABASE (includes records without species designation),100,89.32
Zotu81,Orthoptera,COI FULL DATABASE (includes records without species designation),98.1,87.06
Zotu82,No match,COI FULL DATABASE (includes records without species designation),,
Zotu83,Entomobryomorpha,COI FULL DATABASE (includes records without species designation),99.02,94.12
Zotu84,Pycnoscelus surinamensis,COI FULL DATABASE (includes records without species designation),100,85.11
Zotu85,Orthoptera,COI FULL DATABASE (includes records without species designation),97.41,85.44
Zotu86,Dermaptera,COI FULL DATABASE (includes records without species designation),98.6,85.76
Zotu87,Hasarius adansoni,COI FULL DATABASE (includes records without species designation),100,89.64
Zotu88,Orthoptera,COI FULL DATABASE (includes records without species designation),97.09,86.73
Zotu89,Orthoptera,COI FULL DATABASE (includes records without species designation),97.62,86.73
Zotu90,No match,COI FULL DATABASE (includes records without species designation),,
Zotu91,No match,COI FULL DATABASE (includes records without species designation),,
Zotu92,Dermaptera,COI FULL DATABASE (includes records without species designation),98.25,85.76
Zotu93,No match,COI FULL DATABASE (includes records without species designation),,
Zotu94,No match,COI FULL DATABASE (includes records without species designation),,
Zotu95,No match,COI FULL DATABASE (includes records without species designation),,
Zotu96,No match,COI FULL DATABASE (includes records without species designation),,
Zotu97,No match,COI FULL DATABASE (includes records without species designation),,
Zotu98,No match,COI FULL DATABASE (includes records without species designation),,
Zotu99,Orthoptera,COI FULL DATABASE (includes records without species designation),100,84.21
Zotu100,No match,COI FULL DATABASE (includes records without species designation),,
