Query ID,Best ID,Search DB,,
Zotu332,No match,COI FULL DATABASE (includes records without species designation),,
Zotu333,No match,COI FULL DATABASE (includes records without species designation),,
Zotu334,No match,COI FULL DATABASE (includes records without species designation),,
Zotu335,No match,COI FULL DATABASE (includes records without species designation),,
Zotu336,No match,COI FULL DATABASE (includes records without species designation),,
Zotu337,No match,COI FULL DATABASE (includes records without species designation),,
Zotu338,No match,COI FULL DATABASE (includes records without species designation),,
Zotu339,No match,COI FULL DATABASE (includes records without species designation),,
Zotu340,No match,COI FULL DATABASE (includes records without species designation),,
Zotu341,No match,COI FULL DATABASE (includes records without species designation),,
Zotu342,No match,COI FULL DATABASE (includes records without species designation),,
Zotu343,Dermaptera,COI FULL DATABASE (includes records without species designation),97.54,86.08
Zotu344,No match,COI FULL DATABASE (includes records without species designation),,
Zotu345,No match,COI FULL DATABASE (includes records without species designation),,
Zotu346,No match,COI FULL DATABASE (includes records without species designation),,
Zotu347,No match,COI FULL DATABASE (includes records without species designation),,
Zotu348,No match,COI FULL DATABASE (includes records without species designation),,
Zotu349,No match,COI FULL DATABASE (includes records without species designation),,
Zotu350,Dermaptera,COI FULL DATABASE (includes records without species designation),97.19,84.79
Zotu351,No match,COI FULL DATABASE (includes records without species designation),,
Zotu352,No match,COI FULL DATABASE (includes records without species designation),,
Zotu353,No match,COI FULL DATABASE (includes records without species designation),,
Zotu354,No match,COI FULL DATABASE (includes records without species designation),,
Zotu355,No match,COI FULL DATABASE (includes records without species designation),,
Zotu356,Dermaptera,COI FULL DATABASE (includes records without species designation),97.89,85.51
Zotu357,No match,COI FULL DATABASE (includes records without species designation),,
Zotu358,No match,COI FULL DATABASE (includes records without species designation),,
Zotu359,No match,COI FULL DATABASE (includes records without species designation),,
Zotu360,No match,COI FULL DATABASE (includes records without species designation),,
Zotu361,No match,COI FULL DATABASE (includes records without species designation),,
Zotu362,No match,COI FULL DATABASE (includes records without species designation),,
Zotu363,No match,COI FULL DATABASE (includes records without species designation),,
Zotu364,Lepidoptera,COI FULL DATABASE (includes records without species designation),99.68,89.64
Zotu365,No match,COI FULL DATABASE (includes records without species designation),,
Zotu366,No match,COI FULL DATABASE (includes records without species designation),,
Zotu367,No match,COI FULL DATABASE (includes records without species designation),,
Zotu368,No match,COI FULL DATABASE (includes records without species designation),,
Zotu369,Dermaptera,COI FULL DATABASE (includes records without species designation),97.89,85.39
Zotu370,No match,COI FULL DATABASE (includes records without species designation),,
Zotu371,Sula sula,COI FULL DATABASE (includes records without species designation),100,88.35
Zotu372,Dermaptera,COI FULL DATABASE (includes records without species designation),97.19,85.44
Zotu373,No match,COI FULL DATABASE (includes records without species designation),,
Zotu374,No match,COI FULL DATABASE (includes records without species designation),,
Zotu375,No match,COI FULL DATABASE (includes records without species designation),,
Zotu376,No match,COI FULL DATABASE (includes records without species designation),,
Zotu377,No match,COI FULL DATABASE (includes records without species designation),,
Zotu378,No match,COI FULL DATABASE (includes records without species designation),,
Zotu379,No match,COI FULL DATABASE (includes records without species designation),,
Zotu380,Dermaptera,COI FULL DATABASE (includes records without species designation),97.89,85.76
Zotu381,No match,COI FULL DATABASE (includes records without species designation),,
Zotu382,Cephalochrysa maxima,COI FULL DATABASE (includes records without species designation),100,88.35
Zotu383,No match,COI FULL DATABASE (includes records without species designation),,
Zotu384,No match,COI FULL DATABASE (includes records without species designation),,
Zotu385,No match,COI FULL DATABASE (includes records without species designation),,
Zotu386,Dermaptera,COI FULL DATABASE (includes records without species designation),97.54,85.44
Zotu387,Diptera,COI FULL DATABASE (includes records without species designation),99.17,83.72
Zotu388,No match,COI FULL DATABASE (includes records without species designation),,
Zotu389,No match,COI FULL DATABASE (includes records without species designation),,
Zotu390,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.94
Zotu391,No match,COI FULL DATABASE (includes records without species designation),,
Zotu392,No match,COI FULL DATABASE (includes records without species designation),,
Zotu393,No match,COI FULL DATABASE (includes records without species designation),,
Zotu394,No match,COI FULL DATABASE (includes records without species designation),,
Zotu395,No match,COI FULL DATABASE (includes records without species designation),,
Zotu396,No match,COI FULL DATABASE (includes records without species designation),,
Zotu397,No match,COI FULL DATABASE (includes records without species designation),,
Zotu398,No match,COI FULL DATABASE (includes records without species designation),,
Zotu399,No match,COI FULL DATABASE (includes records without species designation),,
Zotu400,No match,COI FULL DATABASE (includes records without species designation),,
