Query ID,Best ID,Search DB,,
ASV_1640,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1641,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1642,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),98.51,89.84
ASV_1643,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1644,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1645,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1646,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1647,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1648,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.61
ASV_1649,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1650,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1651,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1652,Basidiomycota Arachnida ,COI FULL DATABASE (includes records without species designation),97.08,76.95
ASV_1653,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1654,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1655,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1656,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1657,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1658,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1659,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1660,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1661,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1662,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1663,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1664,Piletocera signiferalis,COI FULL DATABASE (includes records without species designation),99.35,92.23
ASV_1665,Neoscona theisi,COI FULL DATABASE (includes records without species designation),99.66,96.94
ASV_1666,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1667,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1668,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1669,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1670,Coleoptera,COI FULL DATABASE (includes records without species designation),99.68,84.79
ASV_1671,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1672,Diptera,COI FULL DATABASE (includes records without species designation),99.68,85.9
ASV_1673,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1674,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1675,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1676,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1677,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1678,Aleurodicus dispersus,COI FULL DATABASE (includes records without species designation),99.68,99.68
ASV_1679,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1680,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1681,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1682,Orthoptera,COI FULL DATABASE (includes records without species designation),98.78,85.61
ASV_1683,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1684,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1685,Smeringopus pallidus,COI FULL DATABASE (includes records without species designation),100,81.55
ASV_1686,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1687,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1688,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1689,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1690,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1691,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1692,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1693,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1694,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1695,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1696,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1697,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1698,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1699,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1700,No match,COI FULL DATABASE (includes records without species designation),,
