Query ID,Best ID,Search DB,,
Zotu867,Araneae,COI FULL DATABASE (includes records without species designation),97.31,85.11
Zotu868,No match,COI FULL DATABASE (includes records without species designation),,
Zotu869,No match,COI FULL DATABASE (includes records without species designation),,
Zotu870,No match,COI FULL DATABASE (includes records without species designation),,
Zotu871,No match,COI FULL DATABASE (includes records without species designation),,
Zotu872,Pycnoscelus surinamensis,COI FULL DATABASE (includes records without species designation),99.05,85.11
Zotu873,No match,COI FULL DATABASE (includes records without species designation),,
Zotu874,No match,COI FULL DATABASE (includes records without species designation),,
Zotu875,No match,COI FULL DATABASE (includes records without species designation),,
Zotu876,No match,COI FULL DATABASE (includes records without species designation),,
Zotu877,Mus musculus,COI FULL DATABASE (includes records without species designation),98.57,97.87
Zotu878,Orthoptera,COI FULL DATABASE (includes records without species designation),98.06,86.67
Zotu879,No match,COI FULL DATABASE (includes records without species designation),,
Zotu880,Orthoptera,COI FULL DATABASE (includes records without species designation),99.05,87.06
Zotu881,No match,COI FULL DATABASE (includes records without species designation),,
Zotu882,No match,COI FULL DATABASE (includes records without species designation),,
Zotu883,No match,COI FULL DATABASE (includes records without species designation),,
Zotu884,No match,COI FULL DATABASE (includes records without species designation),,
Zotu885,No match,COI FULL DATABASE (includes records without species designation),,
Zotu886,No match,COI FULL DATABASE (includes records without species designation),,
Zotu887,No match,COI FULL DATABASE (includes records without species designation),,
Zotu888,No match,COI FULL DATABASE (includes records without species designation),,
Zotu889,No match,COI FULL DATABASE (includes records without species designation),,
Zotu890,Fusarium cf. avenaceum,COI FULL DATABASE (includes records without species designation),100,86.73
Zotu891,Sus scrofa,COI FULL DATABASE (includes records without species designation),100,100
Zotu892,No match,COI FULL DATABASE (includes records without species designation),,
Zotu893,No match,COI FULL DATABASE (includes records without species designation),,
Zotu894,No match,COI FULL DATABASE (includes records without species designation),,
Zotu895,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.29
Zotu896,No match,COI FULL DATABASE (includes records without species designation),,
Zotu897,No match,COI FULL DATABASE (includes records without species designation),,
Zotu898,No match,COI FULL DATABASE (includes records without species designation),,
Zotu899,No match,COI FULL DATABASE (includes records without species designation),,
Zotu900,No match,COI FULL DATABASE (includes records without species designation),,
