Query ID,Best ID,Search DB,,
ASV_142,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.44
ASV_143,No match,COI FULL DATABASE (includes records without species designation),,
ASV_144,No match,COI FULL DATABASE (includes records without species designation),,
ASV_145,Dermaptera,COI FULL DATABASE (includes records without species designation),99.29,85.9
ASV_146,No match,COI FULL DATABASE (includes records without species designation),,
ASV_147,No match,COI FULL DATABASE (includes records without species designation),,
ASV_148,Selenothrips rubrocinctus,COI FULL DATABASE (includes records without species designation),100,78.76
ASV_149,No match,COI FULL DATABASE (includes records without species designation),,
ASV_150,No match,COI FULL DATABASE (includes records without species designation),,
ASV_151,No match,COI FULL DATABASE (includes records without species designation),,
ASV_152,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.95
ASV_153,No match,COI FULL DATABASE (includes records without species designation),,
ASV_154,No match,COI FULL DATABASE (includes records without species designation),,
ASV_155,No match,COI FULL DATABASE (includes records without species designation),,
ASV_156,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),99.38,90.2
ASV_157,No match,COI FULL DATABASE (includes records without species designation),,
ASV_158,No match,COI FULL DATABASE (includes records without species designation),,
ASV_159,Dermaptera,COI FULL DATABASE (includes records without species designation),99.65,85.51
ASV_160,No match,COI FULL DATABASE (includes records without species designation),,
ASV_161,No match,COI FULL DATABASE (includes records without species designation),,
ASV_162,No match,COI FULL DATABASE (includes records without species designation),,
ASV_163,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.59
ASV_164,No match,COI FULL DATABASE (includes records without species designation),,
ASV_165,No match,COI FULL DATABASE (includes records without species designation),,
ASV_166,2012,COI FULL DATABASE (includes records without species designation),99.35,89.97
ASV_167,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.11
ASV_168,No match,COI FULL DATABASE (includes records without species designation),,
ASV_169,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.44
ASV_170,No match,COI FULL DATABASE (includes records without species designation),,
ASV_171,No match,COI FULL DATABASE (includes records without species designation),,
ASV_172,No match,COI FULL DATABASE (includes records without species designation),,
ASV_173,No match,COI FULL DATABASE (includes records without species designation),,
ASV_174,No match,COI FULL DATABASE (includes records without species designation),,
ASV_175,No match,COI FULL DATABASE (includes records without species designation),,
ASV_176,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.44
ASV_177,No match,COI FULL DATABASE (includes records without species designation),,
ASV_178,No match,COI FULL DATABASE (includes records without species designation),,
ASV_179,Isopoda,COI FULL DATABASE (includes records without species designation),100,80.07
ASV_180,Pantala flavescens,COI FULL DATABASE (includes records without species designation),99.68,98.71
ASV_181,Dermaptera,COI FULL DATABASE (includes records without species designation),97.89,85.76
ASV_182,Wolbachia endosymbiont of Formicidae,COI FULL DATABASE (includes records without species designation),100,97.71
ASV_183,No match,COI FULL DATABASE (includes records without species designation),,
ASV_184,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.11
ASV_185,No match,COI FULL DATABASE (includes records without species designation),,
ASV_186,Araneae,COI FULL DATABASE (includes records without species designation),97.73,90.43
ASV_187,No match,COI FULL DATABASE (includes records without species designation),,
ASV_188,2012,COI FULL DATABASE (includes records without species designation),99.68,90.29
ASV_189,No match,COI FULL DATABASE (includes records without species designation),,
ASV_190,No match,COI FULL DATABASE (includes records without species designation),,
ASV_191,No match,COI FULL DATABASE (includes records without species designation),,
ASV_192,No match,COI FULL DATABASE (includes records without species designation),,
ASV_193,Dermaptera,COI FULL DATABASE (includes records without species designation),97.89,86.08
ASV_194,No match,COI FULL DATABASE (includes records without species designation),,
ASV_195,Scholastes lonchifer,COI FULL DATABASE (includes records without species designation),100,88.45
ASV_196,No match,COI FULL DATABASE (includes records without species designation),,
ASV_197,No match,COI FULL DATABASE (includes records without species designation),,
ASV_198,Psocodea,COI FULL DATABASE (includes records without species designation),100,100
ASV_199,No match,COI FULL DATABASE (includes records without species designation),,
ASV_200,No match,COI FULL DATABASE (includes records without species designation),,
