Query ID,Best ID,Search DB,,
ASV_340,Saccharomyces cerevisiae YJM1527,COI FULL DATABASE (includes records without species designation),100,93.85
ASV_341,No match,COI FULL DATABASE (includes records without species designation),,
ASV_342,Lepidoptera,COI FULL DATABASE (includes records without species designation),100,89.97
ASV_343,No match,COI FULL DATABASE (includes records without species designation),,
ASV_344,Dermaptera,COI FULL DATABASE (includes records without species designation),99.65,84.51
ASV_345,No match,COI FULL DATABASE (includes records without species designation),,
ASV_346,No match,COI FULL DATABASE (includes records without species designation),,
ASV_347,No match,COI FULL DATABASE (includes records without species designation),,
ASV_348,No match,COI FULL DATABASE (includes records without species designation),,
ASV_349,No match,COI FULL DATABASE (includes records without species designation),,
ASV_350,No match,COI FULL DATABASE (includes records without species designation),,
ASV_351,No match,COI FULL DATABASE (includes records without species designation),,
ASV_352,No match,COI FULL DATABASE (includes records without species designation),,
ASV_353,No match,COI FULL DATABASE (includes records without species designation),,
ASV_354,No match,COI FULL DATABASE (includes records without species designation),,
ASV_355,No match,COI FULL DATABASE (includes records without species designation),,
ASV_356,Hasarius adansoni,COI FULL DATABASE (includes records without species designation),100,89.64
ASV_357,Dermaptera,COI FULL DATABASE (includes records without species designation),97.54,86.08
ASV_358,No match,COI FULL DATABASE (includes records without species designation),,
ASV_359,No match,COI FULL DATABASE (includes records without species designation),,
ASV_360,No match,COI FULL DATABASE (includes records without species designation),,
ASV_361,No match,COI FULL DATABASE (includes records without species designation),,
ASV_362,No match,COI FULL DATABASE (includes records without species designation),,
ASV_363,No match,COI FULL DATABASE (includes records without species designation),,
ASV_364,No match,COI FULL DATABASE (includes records without species designation),,
ASV_365,No match,COI FULL DATABASE (includes records without species designation),,
ASV_366,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,89.96
ASV_367,No match,COI FULL DATABASE (includes records without species designation),,
ASV_368,No match,COI FULL DATABASE (includes records without species designation),,
ASV_369,No match,COI FULL DATABASE (includes records without species designation),,
ASV_370,No match,COI FULL DATABASE (includes records without species designation),,
ASV_371,No match,COI FULL DATABASE (includes records without species designation),,
ASV_372,No match,COI FULL DATABASE (includes records without species designation),,
ASV_373,No match,COI FULL DATABASE (includes records without species designation),,
ASV_374,Pycnoscelus indicus,COI FULL DATABASE (includes records without species designation),97.41,86.08
ASV_375,No match,COI FULL DATABASE (includes records without species designation),,
ASV_376,No match,COI FULL DATABASE (includes records without species designation),,
ASV_377,No match,COI FULL DATABASE (includes records without species designation),,
ASV_378,Siphunculina striolata,COI FULL DATABASE (includes records without species designation),100,91.59
ASV_379,No match,COI FULL DATABASE (includes records without species designation),,
ASV_380,No match,COI FULL DATABASE (includes records without species designation),,
ASV_381,No match,COI FULL DATABASE (includes records without species designation),,
ASV_382,No match,COI FULL DATABASE (includes records without species designation),,
ASV_383,No match,COI FULL DATABASE (includes records without species designation),,
ASV_384,No match,COI FULL DATABASE (includes records without species designation),,
ASV_385,No match,COI FULL DATABASE (includes records without species designation),,
ASV_386,No match,COI FULL DATABASE (includes records without species designation),,
ASV_387,No match,COI FULL DATABASE (includes records without species designation),,
ASV_388,No match,COI FULL DATABASE (includes records without species designation),,
ASV_389,No match,COI FULL DATABASE (includes records without species designation),,
ASV_390,No match,COI FULL DATABASE (includes records without species designation),,
ASV_391,Orthoptera,COI FULL DATABASE (includes records without species designation),97.09,86.73
ASV_392,No match,COI FULL DATABASE (includes records without species designation),,
ASV_393,No match,COI FULL DATABASE (includes records without species designation),,
ASV_394,No match,COI FULL DATABASE (includes records without species designation),,
ASV_395,No match,COI FULL DATABASE (includes records without species designation),,
ASV_396,No match,COI FULL DATABASE (includes records without species designation),,
ASV_397,No match,COI FULL DATABASE (includes records without species designation),,
ASV_398,No match,COI FULL DATABASE (includes records without species designation),,
ASV_399,No match,COI FULL DATABASE (includes records without species designation),,
ASV_400,No match,COI FULL DATABASE (includes records without species designation),,
