Query ID,Best ID,Search DB,,
ASV_132,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.94
ASV_133,No match,COI FULL DATABASE (includes records without species designation),,
ASV_134,No match,COI FULL DATABASE (includes records without species designation),,
ASV_135,No match,COI FULL DATABASE (includes records without species designation),,
ASV_136,No match,COI FULL DATABASE (includes records without species designation),,
ASV_137,No match,COI FULL DATABASE (includes records without species designation),,
ASV_138,Dermaptera,COI FULL DATABASE (includes records without species designation),97.54,85.44
ASV_139,No match,COI FULL DATABASE (includes records without species designation),,
ASV_140,Dermaptera,COI FULL DATABASE (includes records without species designation),97.89,85.44
ASV_141,No match,COI FULL DATABASE (includes records without species designation),,
ASV_142,Orthoptera,COI FULL DATABASE (includes records without species designation),100,85.6
ASV_143,No match,COI FULL DATABASE (includes records without species designation),,
ASV_144,No match,COI FULL DATABASE (includes records without species designation),,
ASV_145,Basidiomycota Insecta ,COI FULL DATABASE (includes records without species designation),98.45,76.98
ASV_146,No match,COI FULL DATABASE (includes records without species designation),,
ASV_147,Psocodea,COI FULL DATABASE (includes records without species designation),100,81.23
ASV_148,Blattodea,COI FULL DATABASE (includes records without species designation),100,84.57
ASV_149,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),97.73,89.64
ASV_150,Araneae,COI FULL DATABASE (includes records without species designation),99.66,85.11
ASV_151,No match,COI FULL DATABASE (includes records without species designation),,
ASV_152,No match,COI FULL DATABASE (includes records without species designation),,
ASV_153,No match,COI FULL DATABASE (includes records without species designation),,
ASV_154,No match,COI FULL DATABASE (includes records without species designation),,
ASV_155,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),99.68,90.53
ASV_156,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),99.68,91.19
ASV_157,No match,COI FULL DATABASE (includes records without species designation),,
ASV_158,No match,COI FULL DATABASE (includes records without species designation),,
ASV_159,No match,COI FULL DATABASE (includes records without species designation),,
ASV_160,No match,COI FULL DATABASE (includes records without species designation),,
ASV_161,No match,COI FULL DATABASE (includes records without species designation),,
ASV_162,Dermaptera,COI FULL DATABASE (includes records without species designation),97.19,85.76
ASV_163,No match,COI FULL DATABASE (includes records without species designation),,
ASV_164,Lepidopsocus marmoratus,COI FULL DATABASE (includes records without species designation),100,87.18
ASV_165,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.51
ASV_166,No match,COI FULL DATABASE (includes records without species designation),,
ASV_167,No match,COI FULL DATABASE (includes records without species designation),,
ASV_168,No match,COI FULL DATABASE (includes records without species designation),,
ASV_169,No match,COI FULL DATABASE (includes records without species designation),,
ASV_170,Dermaptera,COI FULL DATABASE (includes records without species designation),97.18,85.39
ASV_171,No match,COI FULL DATABASE (includes records without species designation),,
ASV_172,No match,COI FULL DATABASE (includes records without species designation),,
ASV_173,Siphunculina striolata,COI FULL DATABASE (includes records without species designation),100,91.59
ASV_174,No match,COI FULL DATABASE (includes records without species designation),,
ASV_175,Dermaptera,COI FULL DATABASE (includes records without species designation),98.25,85.76
ASV_176,No match,COI FULL DATABASE (includes records without species designation),,
ASV_177,No match,COI FULL DATABASE (includes records without species designation),,
ASV_178,No match,COI FULL DATABASE (includes records without species designation),,
ASV_179,Diptera,COI FULL DATABASE (includes records without species designation),100,83.41
ASV_180,Scholastes lonchifer,COI FULL DATABASE (includes records without species designation),100,88.45
ASV_181,Diploptera punctata,COI FULL DATABASE (includes records without species designation),100,82.52
ASV_182,No match,COI FULL DATABASE (includes records without species designation),,
ASV_183,Pycnoscelus surinamensis,COI FULL DATABASE (includes records without species designation),100,86.21
ASV_184,No match,COI FULL DATABASE (includes records without species designation),,
ASV_185,No match,COI FULL DATABASE (includes records without species designation),,
ASV_186,Symphypleona,COI FULL DATABASE (includes records without species designation),99.68,81.94
ASV_187,No match,COI FULL DATABASE (includes records without species designation),,
ASV_188,Dermaptera,COI FULL DATABASE (includes records without species designation),98.95,85.76
ASV_189,No match,COI FULL DATABASE (includes records without species designation),,
ASV_190,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),99.68,90.53
ASV_191,Blattodea,COI FULL DATABASE (includes records without species designation),100,84.57
ASV_192,No match,COI FULL DATABASE (includes records without species designation),,
ASV_193,No match,COI FULL DATABASE (includes records without species designation),,
ASV_194,No match,COI FULL DATABASE (includes records without species designation),,
ASV_195,Dermaptera,COI FULL DATABASE (includes records without species designation),97.19,85.44
ASV_196,No match,COI FULL DATABASE (includes records without species designation),,
ASV_197,Dermaptera,COI FULL DATABASE (includes records without species designation),99.29,85.29
ASV_198,Proteobacteria Insecta ,COI FULL DATABASE (includes records without species designation),100,98.8
ASV_199,No match,COI FULL DATABASE (includes records without species designation),,
ASV_200,No match,COI FULL DATABASE (includes records without species designation),,
