Query ID,Best ID,Search DB,,
ASV_1390,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1391,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1392,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1393,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1394,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1395,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1396,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1397,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1398,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1399,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1400,No match,COI FULL DATABASE (includes records without species designation),,
